scenario_id,base_id,replicate,method,budget,mode,reference_feasible,reference_feasible_count,outcome,correct,semantic_status,initial_correct,validation_improved,validation_damaged,repair_improved,repair_damaged,judgments,logical_calls,logical_input_tokens,logical_output_tokens,logical_latency_seconds,logical_solver_seconds,unknown_failed_token_counts
pilot-00,pilot-00,0,D,0,model_judged,True,11,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,0,4,9028,522,8.127831720048562,0.12100621801801026,0
pilot-00,pilot-00,0,D,1,model_judged,True,11,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,1,5,9586,583,8.942538814153522,0.12100621801801026,0
pilot-00,pilot-00,0,D,2,model_judged,True,11,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,1,5,9586,583,8.942538814153522,0.12100621801801026,0
pilot-00,pilot-00,0,D,4,model_judged,True,11,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,1,5,9586,583,8.942538814153522,0.12100621801801026,0
pilot-00,pilot-00,0,E,0,model_judged,True,11,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,0,4,9028,522,8.127831720048562,0.12100621801801026,0
pilot-00,pilot-00,0,E,1,model_judged,True,11,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,1,5,9582,580,8.8847588209901,0.12100621801801026,0
pilot-00,pilot-00,0,E,2,model_judged,True,11,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,2,6,10140,641,9.699465915095061,0.12100621801801026,0
pilot-00,pilot-00,0,E,4,model_judged,True,11,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,2,6,10140,641,9.699465915095061,0.12100621801801026,0
pilot-00,pilot-00,0,D,0,oracle_diagnostic,True,11,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,0,4,9028,522,8.127831720048562,0.12100621801801026,0
pilot-00,pilot-00,0,D,1,oracle_diagnostic,True,11,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9028,522,8.127831720048562,0.12100621801801026,0
pilot-00,pilot-00,0,D,2,oracle_diagnostic,True,11,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9028,522,8.127831720048562,0.12100621801801026,0
pilot-00,pilot-00,0,D,4,oracle_diagnostic,True,11,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9028,522,8.127831720048562,0.12100621801801026,0
pilot-00,pilot-00,0,E,0,oracle_diagnostic,True,11,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,0,4,9028,522,8.127831720048562,0.12100621801801026,0
pilot-00,pilot-00,0,E,1,oracle_diagnostic,True,11,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,1,4,9028,522,8.127831720048562,0.12100621801801026,0
pilot-00,pilot-00,0,E,2,oracle_diagnostic,True,11,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,2,4,9028,522,8.127831720048562,0.12100621801801026,0
pilot-00,pilot-00,0,E,4,oracle_diagnostic,True,11,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,2,4,9028,522,8.127831720048562,0.12100621801801026,0
pilot-00,pilot-00,0,A,0,model_judged,True,11,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,1,2257,127,2.2146174360532314,0.008948702132329345,0
pilot-00,pilot-00,0,B,0,model_judged,True,11,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,2,4667,254,4.046637017047033,0.0062932700384408236,0
pilot-00,pilot-00,0,C,0,model_judged,True,11,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,2,3,3291,262,3.969546069158241,0.005817605881020427,0
pilot-01,pilot-01,0,D,0,model_judged,True,4,incorrect_plan,False,unresolved_multiple_candidates,False,False,False,False,False,0,4,9028,686,10.073045416967943,0.007362189935520291,0
pilot-01,pilot-01,0,D,1,model_judged,True,4,incorrect_plan,False,resolved_by_model,False,False,False,False,False,1,5,9508,754,10.954354144865647,0.007362189935520291,0
pilot-01,pilot-01,0,D,2,model_judged,True,4,incorrect_plan,False,resolved_by_model,False,False,False,False,False,1,5,9508,754,10.954354144865647,0.007362189935520291,0
pilot-01,pilot-01,0,D,4,model_judged,True,4,incorrect_plan,False,resolved_by_model,False,False,False,False,False,1,5,9508,754,10.954354144865647,0.007362189935520291,0
pilot-01,pilot-01,0,E,0,model_judged,True,4,incorrect_plan,False,unresolved_multiple_candidates,False,False,False,False,False,0,4,9028,686,10.073045416967943,0.007362189935520291,0
pilot-01,pilot-01,0,E,1,model_judged,True,4,incorrect_plan,False,resolved_by_model,False,False,False,False,False,1,5,9508,754,10.954354144865647,0.007362189935520291,0
pilot-01,pilot-01,0,E,2,model_judged,True,4,incorrect_plan,False,resolved_by_model,False,False,False,False,False,1,5,9508,754,10.954354144865647,0.007362189935520291,0
pilot-01,pilot-01,0,E,4,model_judged,True,4,incorrect_plan,False,resolved_by_model,False,False,False,False,False,1,5,9508,754,10.954354144865647,0.007362189935520291,0
pilot-01,pilot-01,0,D,0,oracle_diagnostic,True,4,incorrect_plan,False,unresolved_multiple_candidates,False,False,False,False,False,0,4,9028,686,10.073045416967943,0.007362189935520291,0
pilot-01,pilot-01,0,D,1,oracle_diagnostic,True,4,false_infeasibility,False,resolved_by_privileged_reference_judgment,False,False,False,False,False,1,4,9028,686,10.073045416967943,0.007362189935520291,0
pilot-01,pilot-01,0,D,2,oracle_diagnostic,True,4,false_infeasibility,False,resolved_by_privileged_reference_judgment,False,False,False,False,False,1,4,9028,686,10.073045416967943,0.007362189935520291,0
pilot-01,pilot-01,0,D,4,oracle_diagnostic,True,4,false_infeasibility,False,resolved_by_privileged_reference_judgment,False,False,False,False,False,1,4,9028,686,10.073045416967943,0.007362189935520291,0
pilot-01,pilot-01,0,E,0,oracle_diagnostic,True,4,incorrect_plan,False,unresolved_multiple_candidates,False,False,False,False,False,0,4,9028,686,10.073045416967943,0.007362189935520291,0
pilot-01,pilot-01,0,E,1,oracle_diagnostic,True,4,false_infeasibility,False,resolved_by_privileged_reference_judgment,False,False,False,False,False,1,4,9028,686,10.073045416967943,0.007362189935520291,0
pilot-01,pilot-01,0,E,2,oracle_diagnostic,True,4,false_infeasibility,False,resolved_by_privileged_reference_judgment,False,False,False,False,False,1,4,9028,686,10.073045416967943,0.007362189935520291,0
pilot-01,pilot-01,0,E,4,oracle_diagnostic,True,4,false_infeasibility,False,resolved_by_privileged_reference_judgment,False,False,False,False,False,1,4,9028,686,10.073045416967943,0.007362189935520291,0
pilot-01,pilot-01,0,A,0,model_judged,True,4,incorrect_plan,False,unverified_no_semantic_evidence,False,False,False,False,False,0,1,2257,167,2.473000754136592,0.00461014686152339,0
pilot-01,pilot-01,0,B,0,model_judged,True,4,incorrect_plan,False,unverified_no_semantic_evidence,False,False,False,False,False,0,2,4707,334,4.852080116048455,0.003870120970532298,0
pilot-01,pilot-01,0,C,0,model_judged,True,4,incorrect_plan,False,resolved_by_model,False,False,False,False,False,2,3,3217,304,4.247911778977141,0.003872821107506752,0
pilot-02,pilot-02,0,D,0,model_judged,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,D,1,model_judged,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,D,2,model_judged,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,D,4,model_judged,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,E,0,model_judged,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,E,1,model_judged,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,E,2,model_judged,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,E,4,model_judged,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,D,0,oracle_diagnostic,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,D,1,oracle_diagnostic,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,D,2,oracle_diagnostic,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,D,4,oracle_diagnostic,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,E,0,oracle_diagnostic,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,E,1,oracle_diagnostic,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,E,2,oracle_diagnostic,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,E,4,oracle_diagnostic,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,4,9036,891,12.743145649787039,0.007214928045868874,0
pilot-02,pilot-02,0,A,0,model_judged,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,1,2259,270,3.844157504849136,0.006811673985794187,0
pilot-02,pilot-02,0,B,0,model_judged,True,64,false_infeasibility,False,unverified_no_semantic_evidence,False,False,False,False,False,0,2,4814,540,7.642748764716089,0.006736493902280927,0
pilot-02,pilot-02,0,C,0,model_judged,True,64,unresolved,False,unresolved_candidate_exhaustion,False,False,False,False,False,1,3,6152,629,8.952077390858904,0.006776744034141302,0
pilot-03,pilot-03,0,D,0,model_judged,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,D,1,model_judged,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,D,2,model_judged,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,D,4,model_judged,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,E,0,model_judged,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,E,1,model_judged,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,E,2,model_judged,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,E,4,model_judged,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,D,0,oracle_diagnostic,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,D,1,oracle_diagnostic,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,D,2,oracle_diagnostic,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,D,4,oracle_diagnostic,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,E,0,oracle_diagnostic,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,E,1,oracle_diagnostic,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,E,2,oracle_diagnostic,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,E,4,oracle_diagnostic,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9000,528,7.693117217859253,0.002847762079909444,0
pilot-03,pilot-03,0,A,0,model_judged,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,1,2250,135,1.9650271660648286,0.002683181082829833,0
pilot-03,pilot-03,0,B,0,model_judged,True,1,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,2,4661,270,3.902426561107859,0.002379088895395398,0
pilot-03,pilot-03,0,C,0,model_judged,True,1,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,2,3,3273,264,3.6410997780039907,0.0023722490295767784,0
pilot-04,pilot-04,0,D,0,model_judged,True,141,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,0,4,9472,704,10.176739427028224,0.03789488296024501,0
pilot-04,pilot-04,0,D,1,model_judged,True,141,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,1,5,10364,757,10.896300110034645,0.03789488296024501,0
pilot-04,pilot-04,0,D,2,model_judged,True,141,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,1,5,10364,757,10.896300110034645,0.03789488296024501,0
pilot-04,pilot-04,0,D,4,model_judged,True,141,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,1,5,10364,757,10.896300110034645,0.03789488296024501,0
pilot-04,pilot-04,0,E,0,model_judged,True,141,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,0,4,9472,704,10.176739427028224,0.03789488296024501,0
pilot-04,pilot-04,0,E,1,model_judged,True,141,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,1,5,10364,757,10.896300110034645,0.03789488296024501,0
pilot-04,pilot-04,0,E,2,model_judged,True,141,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,1,5,10364,757,10.896300110034645,0.03789488296024501,0
pilot-04,pilot-04,0,E,4,model_judged,True,141,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,1,5,10364,757,10.896300110034645,0.03789488296024501,0
pilot-04,pilot-04,0,D,0,oracle_diagnostic,True,141,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,0,4,9472,704,10.176739427028224,0.03789488296024501,0
pilot-04,pilot-04,0,D,1,oracle_diagnostic,True,141,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9472,704,10.176739427028224,0.03789488296024501,0
pilot-04,pilot-04,0,D,2,oracle_diagnostic,True,141,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9472,704,10.176739427028224,0.03789488296024501,0
pilot-04,pilot-04,0,D,4,oracle_diagnostic,True,141,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9472,704,10.176739427028224,0.03789488296024501,0
pilot-04,pilot-04,0,E,0,oracle_diagnostic,True,141,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,0,4,9472,704,10.176739427028224,0.03789488296024501,0
pilot-04,pilot-04,0,E,1,oracle_diagnostic,True,141,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9472,704,10.176739427028224,0.03789488296024501,0
pilot-04,pilot-04,0,E,2,oracle_diagnostic,True,141,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9472,704,10.176739427028224,0.03789488296024501,0
pilot-04,pilot-04,0,E,4,oracle_diagnostic,True,141,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9472,704,10.176739427028224,0.03789488296024501,0
pilot-04,pilot-04,0,A,0,model_judged,True,141,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,1,2368,168,2.433595959097147,0.024891369976103306,0
pilot-04,pilot-04,0,B,0,model_judged,True,141,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,2,4930,336,4.8458437758963555,0.02360657905228436,0
pilot-04,pilot-04,0,C,0,model_judged,True,141,unresolved,False,unresolved_candidate_exhaustion,True,False,True,False,True,2,4,7464,472,6.807517806300893,0.022621791111305356,0
pilot-05,pilot-05,0,D,0,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,D,1,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,D,2,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,D,4,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,E,0,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,E,1,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,E,2,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,E,4,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,D,0,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,D,1,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,D,2,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,D,4,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,E,0,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,E,1,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,E,2,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,E,4,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,162,2.6215141122229397,0,0
pilot-05,pilot-05,0,A,0,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,1,2261,45,0.7182956021279097,0,0
pilot-05,pilot-05,0,B,0,model_judged,False,0,invalid_model_output,False,unresolved_error,False,False,False,False,False,0,2,4593,100,1.561914037214592,0,0
pilot-05,pilot-05,0,C,0,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,1,2261,45,0.7182956021279097,0,0
pilot-06,pilot-06,0,D,0,model_judged,True,35,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,0,4,9036,686,9.882389910053462,0.026289890753105283,0
pilot-06,pilot-06,0,D,1,model_judged,True,35,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,1,5,9672,750,10.719769455958158,0.026289890753105283,0
pilot-06,pilot-06,0,D,2,model_judged,True,35,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,2,6,10309,829,11.747375075006858,0.026289890753105283,0
pilot-06,pilot-06,0,D,4,model_judged,True,35,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,2,6,10309,829,11.747375075006858,0.026289890753105283,0
pilot-06,pilot-06,0,E,0,model_judged,True,35,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,0,4,9036,686,9.882389910053462,0.026289890753105283,0
pilot-06,pilot-06,0,E,1,model_judged,True,35,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,1,5,9672,750,10.719769455958158,0.026289890753105283,0
pilot-06,pilot-06,0,E,2,model_judged,True,35,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,2,6,10309,829,11.747375075006858,0.026289890753105283,0
pilot-06,pilot-06,0,E,4,model_judged,True,35,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,2,6,10309,829,11.747375075006858,0.026289890753105283,0
pilot-06,pilot-06,0,D,0,oracle_diagnostic,True,35,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,0,4,9036,686,9.882389910053462,0.026289890753105283,0
pilot-06,pilot-06,0,D,1,oracle_diagnostic,True,35,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9036,686,9.882389910053462,0.026289890753105283,0
pilot-06,pilot-06,0,D,2,oracle_diagnostic,True,35,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9036,686,9.882389910053462,0.026289890753105283,0
pilot-06,pilot-06,0,D,4,oracle_diagnostic,True,35,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9036,686,9.882389910053462,0.026289890753105283,0
pilot-06,pilot-06,0,E,0,oracle_diagnostic,True,35,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,0,4,9036,686,9.882389910053462,0.026289890753105283,0
pilot-06,pilot-06,0,E,1,oracle_diagnostic,True,35,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9036,686,9.882389910053462,0.026289890753105283,0
pilot-06,pilot-06,0,E,2,oracle_diagnostic,True,35,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9036,686,9.882389910053462,0.026289890753105283,0
pilot-06,pilot-06,0,E,4,oracle_diagnostic,True,35,correct_feasible_plan,True,resolved_by_privileged_reference_judgment,True,False,False,False,False,1,4,9036,686,9.882389910053462,0.026289890753105283,0
pilot-06,pilot-06,0,A,0,model_judged,True,35,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,1,2259,167,2.407647161046043,0.008387346984818578,0
pilot-06,pilot-06,0,B,0,model_judged,True,35,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,2,4711,334,4.785227541113272,0.007749761920422316,0
pilot-06,pilot-06,0,C,0,model_judged,True,35,unresolved,False,unresolved_candidate_exhaustion,True,False,True,False,True,2,4,6945,478,6.816270207054913,0.007805582834407687,0
pilot-07,pilot-07,0,D,0,model_judged,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,D,1,model_judged,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,D,2,model_judged,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,D,4,model_judged,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,E,0,model_judged,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,E,1,model_judged,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,E,2,model_judged,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,E,4,model_judged,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,D,0,oracle_diagnostic,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,D,1,oracle_diagnostic,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,D,2,oracle_diagnostic,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,D,4,oracle_diagnostic,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,E,0,oracle_diagnostic,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,E,1,oracle_diagnostic,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,E,2,oracle_diagnostic,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,E,4,oracle_diagnostic,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9020,901,12.865754632046446,0.01033957302570343,0
pilot-07,pilot-07,0,A,0,model_judged,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,1,2255,219,3.1292978699784726,0.01062193512916565,0
pilot-07,pilot-07,0,B,0,model_judged,True,64,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,2,4755,438,6.2229600448627025,0.009779538959264755,0
pilot-07,pilot-07,0,C,0,model_judged,True,64,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,1,2,2732,278,3.896570434095338,0.0096516371704638,0
pilot-08,pilot-08,0,D,0,model_judged,True,18,correct_feasible_plan,True,unresolved_multiple_candidates,True,False,False,False,False,0,4,9032,520,7.578883304260671,0.010699986945837736,0
pilot-08,pilot-08,0,D,1,model_judged,True,18,correct_feasible_plan,True,resolved_by_model,True,False,False,False,False,1,5,9638,587,8.453900021268055,0.010699986945837736,0
