scenario_id,base_id,replicate,method,budget,mode,reference_feasible,reference_feasible_count,outcome,correct,semantic_status,initial_correct,validation_improved,validation_damaged,repair_improved,repair_damaged,judgments,logical_calls,logical_input_tokens,logical_output_tokens,logical_latency_seconds,logical_solver_seconds,unknown_failed_token_counts
g00-infeasible-p0,g00,0,D,0,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,D,1,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,D,2,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,D,4,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,E,0,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,E,1,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,E,2,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,E,4,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,D,0,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,D,1,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,D,2,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,D,4,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,E,0,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,E,1,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,E,2,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,E,4,oracle_diagnostic,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,4,9044,183,2.9213899639435112,0,0
g00-infeasible-p0,g00,0,A,0,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,1,2261,49,0.7773750969208777,0,0
g00-infeasible-p0,g00,0,B,0,model_judged,False,0,invalid_model_output,False,unresolved_error,False,False,False,False,False,0,2,4597,165,2.4551011458970606,0,0
g00-infeasible-p0,g00,0,C,0,model_judged,False,0,invalid_model_output,False,unverified,False,False,False,False,False,0,1,2261,49,0.7773750969208777,0,0
g00-negation-p0,g00,0,D,0,model_judged,True,2,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9040,722,10.416310657048598,0.016858763992786407,0
g00-negation-p0,g00,0,D,1,model_judged,True,2,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9040,722,10.416310657048598,0.016858763992786407,0
g00-negation-p0,g00,0,D,2,model_judged,True,2,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9040,722,10.416310657048598,0.016858763992786407,0
g00-negation-p0,g00,0,D,4,model_judged,True,2,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9040,722,10.416310657048598,0.016858763992786407,0
g00-negation-p0,g00,0,E,0,model_judged,True,2,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9040,722,10.416310657048598,0.016858763992786407,0
g00-negation-p0,g00,0,E,1,model_judged,True,2,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9040,722,10.416310657048598,0.016858763992786407,0
g00-negation-p0,g00,0,E,2,model_judged,True,2,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9040,722,10.416310657048598,0.016858763992786407,0
g00-negation-p0,g00,0,E,4,model_judged,True,2,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9040,722,10.416310657048598,0.016858763992786407,0
g00-negation-p0,g00,0,D,0,oracle_diagnostic,True,2,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9040,722,10.416310657048598,0.016858763992786407,0
g00-negation-p0,g00,0,D,1,oracle_diagnostic,True,2,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9040,722,10.416310657048598,0.016858763992786407,0
g00-negation-p0,g00,0,D,2,oracle_diagnostic,True,2,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9040,722,10.416310657048598,0.016858763992786407,0
g00-negation-p0,g00,0,D,4,oracle_diagnostic,True,2,correct_feasible_plan,True,unverified_no_semantic_evidence,True,False,False,False,False,0,4,9040,722,10.416310657048598,0.016858763992786407,0
